user_id,tenure_days,days_since_last_event,total_support_tickets,has_billing_issue,plan_type,billing_cycle,churn
185,655,1,0.0,0.0,Family,Annual,False
186,333,4,0.0,0.0,Premium,Annual,False
187,561,7,0.0,0.0,Basic,Annual,False
188,582,5,0.0,0.0,Basic,Monthly,False
189,409,2,0.0,0.0,Basic,Annual,False
190,312,51,0.0,0.0,Premium,Monthly,False
191,326,12,0.0,0.0,Family,Annual,False
192,510,4,0.0,0.0,Basic,Annual,False
193,518,15,1.0,0.0,Basic,Annual,False
194,508,12,1.0,0.0,Basic,Annual,False
195,442,49,0.0,0.0,Basic,Monthly,False
196,523,32,0.0,0.0,Basic,Monthly,False
197,366,10,0.0,0.0,Basic,Monthly,False
198,603,21,0.0,0.0,Basic,Annual,False
199,400,22,0.0,0.0,Family,Annual,False
200,643,22,1.0,1.0,Basic,Monthly,False
201,482,5,0.0,0.0,Premium,Monthly,False
202,362,22,0.0,0.0,Family,Annual,False
203,592,3,1.0,0.0,Basic,Annual,False
204,389,6,0.0,0.0,Premium,Annual,False
205,482,15,0.0,0.0,Family,Annual,False
206,402,21,0.0,0.0,Family,Annual,False
207,597,12,0.0,0.0,Premium,Annual,False
208,645,6,1.0,0.0,Basic,Monthly,False
209,422,3,0.0,0.0,Basic,Monthly,False
210,321,1,0.0,0.0,Family,Annual,False
211,530,10,0.0,0.0,Basic,Monthly,False
212,561,4,0.0,0.0,Family,Annual,False
213,440,19,0.0,0.0,Family,Annual,False
214,398,9,0.0,0.0,Basic,Annual,False
215,460,11,0.0,0.0,Premium,Annual,False
216,322,0,0.0,0.0,Premium,Annual,False
217,434,19,1.0,0.0,Family,Annual,False
218,311,4,0.0,0.0,Basic,Monthly,False
219,548,0,0.0,0.0,Family,Annual,False
220,325,16,0.0,0.0,Family,Annual,False
221,534,1,0.0,0.0,Basic,Annual,False
222,533,13,0.0,0.0,Family,Annual,False
223,510,17,0.0,0.0,Basic,Annual,False
224,481,19,0.0,0.0,Premium,Monthly,False
225,355,38,3.0,1.0,Family,Annual,True
226,346,39,4.0,1.0,Premium,Annual,True
227,552,11,0.0,0.0,Family,Annual,False
228,393,0,0.0,0.0,Premium,Annual,False
229,560,6,1.0,0.0,Premium,Monthly,False
230,655,1,1.0,0.0,Premium,Monthly,False
231,581,4,0.0,0.0,Premium,Monthly,False
232,431,11,3.0,1.0,Premium,Monthly,False
233,491,6,0.0,0.0,Family,Annual,False
234,418,14,0.0,0.0,Basic,Annual,False
235,604,15,0.0,0.0,Premium,Annual,False
236,470,9,0.0,0.0,Family,Annual,False
237,367,1,0.0,0.0,Premium,Monthly,False
238,291,2,1.0,0.0,Premium,Annual,False
239,546,1,0.0,0.0,Family,Annual,False
240,357,15,1.0,0.0,Premium,Annual,False
241,537,22,0.0,0.0,Family,Annual,False
242,522,15,0.0,0.0,Family,Annual,False
243,420,11,2.0,0.0,Family,Annual,False
244,655,42,0.0,0.0,Family,Annual,False
245,574,29,0.0,0.0,Premium,Monthly,False
246,644,10,0.0,0.0,Basic,Annual,False
247,368,57,2.0,0.0,Family,Annual,True
248,345,10,0.0,0.0,Premium,Monthly,False
249,564,17,0.0,0.0,Family,Annual,False
250,524,8,0.0,0.0,Family,Annual,False
251,590,27,1.0,0.0,Premium,Monthly,False
252,454,15,0.0,0.0,Family,Annual,False
253,466,6,0.0,0.0,Family,Annual,False
254,625,7,0.0,0.0,Family,Annual,False
255,393,0,2.0,0.0,Basic,Monthly,False
256,568,4,0.0,0.0,Basic,Monthly,False
257,635,27,0.0,0.0,Basic,Annual,False
258,337,4,0.0,0.0,Basic,Monthly,False
259,562,23,0.0,0.0,Premium,Annual,False
260,421,0,0.0,0.0,Basic,Annual,False
261,635,18,0.0,0.0,Basic,Annual,False
262,588,3,0.0,0.0,Family,Annual,False
263,392,2,1.0,1.0,Family,Annual,False
264,598,11,0.0,0.0,Family,Annual,False
265,456,45,0.0,0.0,Basic,Annual,False
266,604,5,3.0,0.0,Basic,Monthly,False
267,350,15,0.0,0.0,Family,Annual,False
268,357,21,0.0,0.0,Premium,Monthly,False
269,440,12,0.0,0.0,Family,Annual,False
270,552,2,1.0,0.0,Basic,Annual,False
271,482,0,0.0,0.0,Premium,Monthly,False
272,299,12,0.0,0.0,Basic,Monthly,False
273,599,5,1.0,0.0,Basic,Monthly,False
274,352,9,0.0,0.0,Basic,Monthly,False
275,552,25,0.0,0.0,Family,Annual,False
276,577,15,0.0,0.0,Basic,Monthly,False
277,512,37,1.0,0.0,Premium,Annual,False
278,313,0,0.0,0.0,Family,Annual,False
279,470,6,2.0,0.0,Basic,Annual,False
280,412,3,0.0,0.0,Family,Annual,False
281,609,6,0.0,0.0,Family,Annual,False
282,641,44,2.0,0.0,Basic,Annual,False
283,614,13,0.0,0.0,Premium,Annual,False
284,513,4,1.0,0.0,Premium,Annual,False
285,579,0,1.0,0.0,Basic,Annual,False
286,324,9,0.0,0.0,Basic,Monthly,False
287,414,1,1.0,1.0,Premium,Monthly,False
288,567,14,0.0,0.0,Premium,Monthly,False
289,307,36,1.0,0.0,Premium,Monthly,False
290,647,23,1.0,0.0,Basic,Annual,False
291,544,5,0.0,0.0,Basic,Annual,False
292,352,10,0.0,0.0,Family,Annual,False
293,596,1,0.0,0.0,Family,Annual,False
294,400,6,0.0,0.0,Premium,Monthly,False
295,547,0,0.0,0.0,Family,Annual,False
296,569,26,0.0,0.0,Basic,Monthly,False
297,563,3,0.0,0.0,Family,Annual,False
298,348,36,6.0,1.0,Family,Annual,True
299,453,16,0.0,0.0,Basic,Monthly,False
300,375,7,1.0,0.0,Family,Annual,False
301,356,26,0.0,0.0,Premium,Annual,False
302,346,37,4.0,1.0,Family,Annual,True
303,568,17,0.0,0.0,Premium,Monthly,False
304,301,5,0.0,0.0,Basic,Monthly,False
305,524,0,0.0,0.0,Premium,Annual,False
306,297,25,2.0,0.0,Basic,Annual,False
307,351,5,0.0,0.0,Premium,Monthly,False
308,597,0,1.0,0.0,Family,Annual,False
309,501,3,0.0,0.0,Family,Annual,False
310,455,6,0.0,0.0,Premium,Monthly,False
311,615,23,0.0,0.0,Premium,Annual,False
312,578,4,1.0,0.0,Basic,Monthly,False
313,418,4,0.0,0.0,Basic,Monthly,False
314,564,9,1.0,0.0,Premium,Annual,False
315,613,3,0.0,0.0,Family,Annual,False
316,621,1,0.0,0.0,Family,Annual,False
317,370,5,0.0,0.0,Basic,Monthly,False
318,567,29,1.0,0.0,Basic,Monthly,False
319,635,5,0.0,0.0,Family,Annual,False
320,585,19,0.0,0.0,Premium,Monthly,False
321,410,11,1.0,0.0,Premium,Annual,False
322,292,13,1.0,0.0,Family,Annual,False
323,414,4,1.0,0.0,Basic,Monthly,False
324,446,7,0.0,0.0,Basic,Monthly,False
325,501,16,0.0,0.0,Basic,Annual,False
326,647,35,2.0,1.0,Premium,Monthly,False
327,490,0,0.0,0.0,Family,Annual,False
328,477,17,0.0,0.0,Premium,Monthly,False
329,378,52,2.0,1.0,Premium,Monthly,False
330,353,39,4.0,1.0,Premium,Monthly,True
331,319,3,0.0,0.0,Basic,Monthly,False
332,340,12,0.0,0.0,Family,Annual,False
333,532,4,0.0,0.0,Premium,Annual,False
334,416,21,1.0,1.0,Premium,Monthly,False
335,482,1,1.0,0.0,Premium,Monthly,False
336,552,9,0.0,0.0,Premium,Annual,False
337,654,0,0.0,0.0,Premium,Annual,False
338,630,16,0.0,0.0,Family,Annual,False
339,318,9,0.0,0.0,Premium,Annual,False
340,374,0,0.0,0.0,Basic,Annual,False
341,535,17,0.0,0.0,Premium,Monthly,False
342,326,12,0.0,0.0,Basic,Annual,False
343,455,9,0.0,0.0,Family,Annual,False
344,524,12,1.0,0.0,Basic,Annual,False
345,423,2,0.0,0.0,Premium,Monthly,False
346,519,0,0.0,0.0,Family,Annual,False
347,426,0,1.0,0.0,Family,Annual,False
348,498,35,0.0,0.0,Family,Annual,False
349,440,12,0.0,0.0,Family,Annual,False
350,310,15,0.0,0.0,Basic,Monthly,False
351,585,5,0.0,0.0,Basic,Monthly,False
352,504,0,0.0,0.0,Basic,Monthly,False
353,397,5,1.0,0.0,Basic,Monthly,False
354,344,12,0.0,0.0,Family,Annual,False
355,320,5,0.0,0.0,Premium,Monthly,False
356,582,4,0.0,0.0,Premium,Monthly,False
357,622,11,0.0,0.0,Family,Annual,False
358,540,1,0.0,0.0,Family,Annual,False
359,565,6,0.0,0.0,Premium,Monthly,False
360,457,0,0.0,0.0,Family,Annual,False
361,418,39,0.0,0.0,Premium,Monthly,False
362,348,0,1.0,0.0,Family,Annual,False
363,476,11,0.0,0.0,Family,Annual,False
364,406,3,0.0,0.0,Premium,Annual,False
365,476,4,1.0,0.0,Basic,Annual,False
366,540,1,1.0,0.0,Premium,Monthly,False
367,436,28,0.0,0.0,Basic,Annual,False
368,532,30,3.0,0.0,Family,Annual,True
369,423,3,0.0,0.0,Family,Annual,False
370,586,58,0.0,0.0,Premium,Annual,False
371,334,15,0.0,0.0,Basic,Monthly,False
372,339,20,0.0,0.0,Premium,Annual,False
373,422,6,1.0,0.0,Family,Annual,False
374,372,3,0.0,0.0,Basic,Annual,False
375,600,0,1.0,0.0,Premium,Monthly,False
376,359,9,0.0,0.0,Basic,Annual,False
377,294,5,0.0,0.0,Basic,Annual,False
378,611,13,2.0,0.0,Family,Annual,False
379,446,5,0.0,0.0,Basic,Monthly,False
380,412,10,0.0,0.0,Family,Annual,False
381,530,27,0.0,0.0,Family,Annual,False
382,331,16,0.0,0.0,Family,Annual,False
383,308,5,1.0,0.0,Family,Annual,False
384,566,9,0.0,0.0,Premium,Annual,False
385,615,2,0.0,0.0,Basic,Annual,False
386,564,7,2.0,0.0,Family,Annual,False
387,388,4,0.0,0.0,Family,Annual,False
388,491,9,0.0,0.0,Family,Annual,False
389,610,25,0.0,0.0,Family,Annual,False
390,599,30,4.0,1.0,Basic,Annual,True
391,326,23,0.0,0.0,Basic,Monthly,False
392,408,7,0.0,0.0,Premium,Annual,False
393,388,1,0.0,0.0,Family,Annual,False
394,437,2,1.0,0.0,Basic,Monthly,False
395,308,20,0.0,0.0,Basic,Annual,False
396,347,30,0.0,0.0,Basic,Monthly,False
397,348,7,2.0,0.0,Family,Annual,False
398,388,31,2.0,1.0,Family,Annual,True
399,490,30,1.0,0.0,Premium,Annual,True
400,376,33,2.0,1.0,Family,Annual,True
401,609,14,1.0,0.0,Family,Annual,False
402,578,31,1.0,0.0,Premium,Annual,False
403,473,7,0.0,0.0,Family,Annual,False
404,645,28,0.0,0.0,Basic,Monthly,False
405,488,9,1.0,0.0,Basic,Monthly,False
406,380,21,1.0,0.0,Basic,Annual,False
407,330,31,1.0,1.0,Family,Annual,True
408,608,1,0.0,0.0,Premium,Annual,False
409,592,0,1.0,0.0,Family,Annual,False
410,401,78,0.0,0.0,Family,Annual,False
411,551,40,3.0,1.0,Family,Annual,True
412,363,0,0.0,0.0,Premium,Monthly,False
413,407,3,1.0,0.0,Family,Annual,False
414,412,15,0.0,0.0,Family,Annual,False
415,645,15,0.0,0.0,Family,Annual,False
416,542,2,0.0,0.0,Family,Annual,False
417,650,7,0.0,0.0,Premium,Monthly,False
418,455,11,0.0,0.0,Family,Annual,False
419,334,22,1.0,0.0,Family,Annual,False
420,402,11,1.0,0.0,Family,Annual,False
421,338,4,0.0,0.0,Basic,Monthly,False
422,606,27,0.0,0.0,Basic,Monthly,False
423,574,35,1.0,1.0,Family,Annual,True
424,451,26,0.0,0.0,Family,Annual,False
425,586,4,0.0,0.0,Family,Annual,False
426,315,2,0.0,0.0,Premium,Annual,False
427,305,1,0.0,0.0,Basic,Monthly,False
428,439,31,0.0,0.0,Premium,Monthly,False
429,637,2,0.0,0.0,Family,Annual,False
430,328,31,3.0,1.0,Premium,Annual,True
431,573,32,0.0,0.0,Premium,Monthly,False
432,543,0,0.0,0.0,Premium,Monthly,False
433,433,15,0.0,0.0,Premium,Annual,False
434,367,14,0.0,0.0,Basic,Annual,False
435,652,10,0.0,0.0,Basic,Annual,False
436,587,42,6.0,1.0,Premium,Annual,True
437,405,18,1.0,0.0,Family,Annual,False
438,363,10,0.0,0.0,Basic,Monthly,False
439,508,14,0.0,0.0,Basic,Annual,False
440,505,10,0.0,0.0,Family,Annual,False
441,584,6,0.0,0.0,Premium,Monthly,False
442,376,31,3.0,1.0,Basic,Annual,True
443,524,4,1.0,0.0,Family,Annual,False
444,376,7,1.0,1.0,Premium,Annual,False
445,455,3,0.0,0.0,Premium,Monthly,False
446,315,17,0.0,0.0,Premium,Annual,False
447,498,38,0.0,0.0,Family,Annual,False
448,616,10,0.0,0.0,Family,Annual,False
449,306,21,1.0,0.0,Premium,Annual,False
450,382,4,0.0,0.0,Basic,Annual,False
451,632,14,0.0,0.0,Premium,Monthly,False
452,433,12,0.0,0.0,Basic,Monthly,False
453,411,12,0.0,0.0,Premium,Monthly,False
454,455,5,0.0,0.0,Premium,Monthly,False
455,327,6,0.0,0.0,Family,Annual,False
456,381,19,0.0,0.0,Premium,Monthly,False
457,499,2,0.0,0.0,Family,Annual,False
458,590,14,0.0,0.0,Family,Annual,False
459,619,47,2.0,0.0,Family,Annual,False
460,365,1,0.0,0.0,Family,Annual,False
461,581,5,0.0,0.0,Family,Annual,False
462,598,8,1.0,0.0,Premium,Monthly,False
463,529,12,0.0,0.0,Family,Annual,False
464,389,3,1.0,0.0,Family,Annual,False
465,499,14,0.0,0.0,Family,Annual,False
466,327,1,0.0,0.0,Family,Annual,False
467,616,9,0.0,0.0,Basic,Annual,False
468,356,26,0.0,0.0,Premium,Annual,False
469,379,26,0.0,0.0,Basic,Monthly,False
470,614,8,0.0,0.0,Basic,Annual,False
471,515,17,0.0,0.0,Premium,Annual,False
472,294,59,0.0,0.0,Family,Annual,False
473,617,15,0.0,0.0,Family,Annual,False
474,297,18,1.0,0.0,Family,Annual,False
475,300,6,0.0,0.0,Basic,Monthly,False
476,530,11,0.0,0.0,Basic,Annual,False
477,361,14,2.0,0.0,Basic,Monthly,False
478,475,36,2.0,1.0,Basic,Monthly,True
479,394,7,0.0,0.0,Family,Annual,False
480,431,3,0.0,0.0,Basic,Monthly,False
481,476,1,0.0,0.0,Premium,Annual,False
482,636,2,0.0,0.0,Basic,Monthly,False
483,419,30,1.0,0.0,Basic,Monthly,True
484,601,4,0.0,0.0,Family,Annual,False
485,539,8,0.0,0.0,Basic,Monthly,False
486,398,14,0.0,0.0,Basic,Annual,False
487,532,5,0.0,0.0,Premium,Annual,False
488,494,6,0.0,0.0,Premium,Annual,False
489,530,14,0.0,0.0,Basic,Annual,False
490,415,2,1.0,0.0,Basic,Monthly,False
491,386,15,0.0,0.0,Basic,Annual,False
492,578,9,0.0,0.0,Basic,Monthly,False
493,398,37,1.0,0.0,Premium,Monthly,False
494,542,43,0.0,0.0,Basic,Monthly,False
495,461,7,1.0,0.0,Premium,Monthly,False
496,387,8,0.0,0.0,Basic,Monthly,False
497,355,18,0.0,0.0,Basic,Annual,False
498,334,29,0.0,0.0,Basic,Monthly,False
499,529,22,1.0,0.0,Family,Annual,False
500,566,4,0.0,0.0,Basic,Monthly,False
501,458,5,0.0,0.0,Premium,Annual,False
502,314,24,1.0,0.0,Family,Annual,False
503,335,35,0.0,0.0,Basic,Monthly,False
504,431,15,0.0,0.0,Basic,Monthly,False
505,517,0,3.0,0.0,Premium,Annual,False
506,342,9,2.0,0.0,Family,Annual,False
507,477,19,1.0,0.0,Basic,Monthly,False
508,466,9,0.0,0.0,Basic,Monthly,False
509,541,13,0.0,0.0,Premium,Monthly,False
510,455,47,0.0,0.0,Basic,Annual,False
511,372,4,0.0,0.0,Premium,Annual,False
512,500,24,1.0,0.0,Basic,Monthly,False
513,609,11,0.0,0.0,Premium,Monthly,False
514,497,6,0.0,0.0,Family,Annual,False
515,629,4,0.0,0.0,Basic,Monthly,False
516,656,1,0.0,0.0,Family,Annual,False
517,354,10,1.0,0.0,Premium,Annual,False
518,355,45,0.0,0.0,Family,Annual,False
519,459,5,0.0,0.0,Family,Annual,False
520,531,12,0.0,0.0,Premium,Monthly,False
521,515,25,2.0,0.0,Family,Annual,False
522,382,45,0.0,0.0,Basic,Monthly,False
523,465,32,4.0,1.0,Family,Annual,True
524,339,15,0.0,0.0,Premium,Monthly,False
525,650,39,0.0,0.0,Basic,Monthly,False
526,478,9,0.0,0.0,Family,Annual,False
527,438,0,1.0,0.0,Family,Annual,False
528,312,4,0.0,0.0,Premium,Annual,False
529,352,15,1.0,0.0,Basic,Annual,False
530,591,5,0.0,0.0,Premium,Annual,False
531,534,48,0.0,0.0,Basic,Annual,False
532,578,19,0.0,0.0,Basic,Monthly,False
533,350,2,1.0,0.0,Basic,Annual,False
534,583,2,0.0,0.0,Premium,Annual,False
535,528,15,0.0,0.0,Family,Annual,False
536,531,5,0.0,0.0,Family,Annual,False
537,582,25,0.0,0.0,Family,Annual,False
538,590,14,0.0,0.0,Basic,Monthly,False
539,364,9,0.0,0.0,Premium,Annual,False
540,396,16,0.0,0.0,Premium,Monthly,False
541,428,19,0.0,0.0,Premium,Monthly,False
542,399,1,0.0,0.0,Basic,Monthly,False
543,602,36,1.0,0.0,Basic,Annual,False
544,572,11,0.0,0.0,Family,Annual,False
545,655,23,0.0,0.0,Premium,Monthly,False
546,559,0,0.0,0.0,Premium,Annual,False
547,535,15,0.0,0.0,Family,Annual,False
548,523,6,1.0,0.0,Family,Annual,False
549,514,5,0.0,0.0,Family,Annual,False
550,602,16,0.0,0.0,Family,Annual,False
551,314,3,0.0,0.0,Premium,Monthly,False
552,347,12,0.0,0.0,Premium,Monthly,False
553,339,2,0.0,0.0,Family,Annual,False
554,565,0,0.0,0.0,Basic,Monthly,False
555,600,74,0.0,0.0,Family,Annual,False
556,481,35,0.0,0.0,Premium,Annual,False
557,437,12,0.0,0.0,Basic,Monthly,False
558,531,2,1.0,1.0,Family,Annual,False
559,463,4,0.0,0.0,Premium,Annual,False
560,324,9,0.0,0.0,Premium,Monthly,False
561,426,26,1.0,0.0,Basic,Annual,False
562,600,42,0.0,0.0,Basic,Monthly,False
563,386,0,0.0,0.0,Premium,Monthly,False
564,312,5,0.0,0.0,Premium,Annual,False
565,309,10,0.0,0.0,Family,Annual,False
566,449,3,1.0,0.0,Basic,Monthly,False
567,605,6,1.0,0.0,Premium,Monthly,False
568,350,42,0.0,0.0,Basic,Annual,False
569,582,5,0.0,0.0,Basic,Annual,False
570,331,7,1.0,0.0,Family,Annual,False
571,368,4,0.0,0.0,Premium,Annual,False
572,564,5,0.0,0.0,Basic,Annual,False
573,544,2,0.0,0.0,Basic,Monthly,False
574,360,9,0.0,0.0,Family,Annual,False
575,386,4,1.0,1.0,Premium,Monthly,False
576,595,7,1.0,0.0,Premium,Monthly,False
577,423,33,5.0,1.0,Premium,Annual,True
578,633,4,0.0,0.0,Premium,Monthly,False
